gid_2,month,year,est,se
BGR.1.10_1,12,2021,0,0
BGR.1.11_1,12,2021,0,0
BGR.1.12_1,12,2021,0,0
BGR.1.13_1,12,2021,0,0
BGR.1.14_1,12,2021,0,0
BGR.1.1_1,12,2021,0,0
BGR.1.2_1,12,2021,0,0
BGR.1.3_1,12,2021,0,0
BGR.1.4_1,12,2021,0,0
BGR.1.5_1,12,2021,0,0
BGR.1.6_1,12,2021,0,0
BGR.1.7_1,12,2021,0,0
BGR.1.8_1,12,2021,0,0
BGR.1.9_1,12,2021,0,0
BGR.10.10_1,12,2021,0,0
BGR.10.11_1,12,2021,0,0
BGR.10.1_1,12,2021,0,0
BGR.10.2_1,12,2021,0,0
BGR.10.3_1,12,2021,0,0
BGR.10.4_1,12,2021,0,0
BGR.10.5_1,12,2021,0,0
BGR.10.6_1,12,2021,0,0
BGR.10.7_1,12,2021,0,0
BGR.10.8_1,12,2021,0,0
BGR.10.9_1,12,2021,0,0
BGR.11.10_1,12,2021,0,0
BGR.11.11_1,12,2021,0,0
BGR.11.1_1,12,2021,0,0
BGR.11.2_1,12,2021,0,0
BGR.11.3_1,12,2021,0,0
BGR.11.4_1,12,2021,0,0
BGR.11.5_1,12,2021,0,0
BGR.11.6_1,12,2021,0,0
BGR.11.7_1,12,2021,0,0
BGR.11.8_1,12,2021,0,0
BGR.11.9_1,12,2021,0,0
BGR.12.1_1,12,2021,0,0
BGR.12.2_1,12,2021,0,0
BGR.12.3_1,12,2021,0,0
BGR.12.4_1,12,2021,0,0
BGR.12.5_1,12,2021,0,0
BGR.12.6_1,12,2021,0,0
BGR.13.10_1,12,2021,0,0
BGR.13.11_1,12,2021,0,0
BGR.13.1_1,12,2021,0,0
BGR.13.2_1,12,2021,0,0
BGR.13.3_1,12,2021,0,0
BGR.13.4_1,12,2021,0,0
BGR.13.5_1,12,2021,0,0
BGR.13.6_1,12,2021,0,0
BGR.13.7_1,12,2021,0,0
BGR.13.8_1,12,2021,0,0
BGR.13.9_1,12,2021,0,0
BGR.14.10_1,12,2021,0,0
BGR.14.11_1,12,2021,0,0
BGR.14.12_1,12,2021,0,0
BGR.14.13_1,12,2021,0,0
BGR.14.14_1,12,2021,0,0
BGR.14.15_1,12,2021,0,0
BGR.14.16_1,12,2021,0,0
BGR.14.1_1,12,2021,0,0
BGR.14.2_1,12,2021,0,0
BGR.14.3_1,12,2021,0,0
BGR.14.4_1,12,2021,0,0
BGR.14.5_1,12,2021,0,0
BGR.14.6_1,12,2021,0,0
BGR.14.7_1,12,2021,0,0
BGR.14.8_1,12,2021,0,0
BGR.14.9_1,12,2021,0,0
BGR.15.1_1,12,2021,0,0
BGR.15.2_1,12,2021,0,0
BGR.15.3_1,12,2021,0,0
BGR.15.4_1,12,2021,0,0
BGR.15.5_1,12,2021,0,0
BGR.15.6_1,12,2021,0,0
BGR.15.7_1,12,2021,0,0
BGR.16.1_1,12,2021,0,0
BGR.16.2_1,12,2021,0,0
BGR.16.3_1,12,2021,0,0
BGR.16.4_1,12,2021,0,0
BGR.16.5_1,12,2021,0,0
BGR.16.6_1,12,2021,0,0
BGR.16.7_1,12,2021,0,0
BGR.16.8_1,12,2021,0,0
BGR.17.10_1,12,2021,0,0
BGR.17.1_1,12,2021,0,0
BGR.17.2_1,12,2021,0,0
BGR.17.3_1,12,2021,0,0
BGR.17.4_1,12,2021,0,0
BGR.17.5_1,12,2021,0,0
BGR.17.6_1,12,2021,0,0
BGR.17.7_1,12,2021,0,0
BGR.17.8_1,12,2021,0,0
BGR.17.9_1,12,2021,0,0
BGR.18.1_1,12,2021,0,0
BGR.18.2_1,12,2021,0,0
BGR.18.3_1,12,2021,0,0
BGR.18.4_1,12,2021,0,0
BGR.18.5_1,12,2021,0,0
BGR.18.6_1,12,2021,0,0
BGR.18.7_1,12,2021,0,0
BGR.19.1_1,12,2021,0,0
BGR.19.2_1,12,2021,0,0
BGR.19.3_1,12,2021,0,0
BGR.19.4_1,12,2021,0,0
BGR.2.10_1,12,2021,0,0
BGR.2.11_1,12,2021,0,0
BGR.2.12_1,12,2021,0,0
BGR.2.13_1,12,2021,0,0
BGR.2.1_1,12,2021,0,0
BGR.2.2_1,12,2021,0,0
BGR.2.3_1,12,2021,0,0
BGR.2.4_1,12,2021,0,0
BGR.2.5_1,12,2021,0,0
BGR.2.6_1,12,2021,0,0
BGR.2.7_1,12,2021,0,0
BGR.2.8_1,12,2021,0,0
BGR.2.9_1,12,2021,0,0
BGR.20.10_1,12,2021,0,0
BGR.20.1_1,12,2021,0,0
BGR.20.2_1,12,2021,0,0
BGR.20.3_1,12,2021,0,0
BGR.20.4_1,12,2021,0,0
BGR.20.5_1,12,2021,0,0
BGR.20.6_1,12,2021,0,0
BGR.20.7_1,12,2021,0,0
BGR.20.8_1,12,2021,0,0
BGR.20.9_1,12,2021,0,0
BGR.21.10_1,12,2021,0,0
BGR.21.11_1,12,2021,0,0
BGR.21.12_1,12,2021,0,0
BGR.21.13_1,12,2021,0,0
BGR.21.14_1,12,2021,0,0
BGR.21.15_1,12,2021,0,0
BGR.21.16_1,12,2021,0,0
BGR.21.17_1,12,2021,0,0
BGR.21.18_1,12,2021,0,0
BGR.21.19_1,12,2021,0,0
BGR.21.1_1,12,2021,0,0
BGR.21.20_1,12,2021,0,0
BGR.21.21_1,12,2021,0,0
BGR.21.22_1,12,2021,0,0
BGR.21.2_1,12,2021,0,0
BGR.21.3_1,12,2021,0,0
BGR.21.4_1,12,2021,0,0
BGR.21.5_1,12,2021,0,0
BGR.21.6_1,12,2021,0,0
BGR.21.7_1,12,2021,0,0
BGR.21.8_1,12,2021,0,0
BGR.21.9_1,12,2021,0,0
BGR.22.10_1,12,2021,0,0
BGR.22.11_1,12,2021,0,0
BGR.22.1_1,12,2021,0,0
BGR.22.2_1,12,2021,0,0
BGR.22.3_1,12,2021,0,0
BGR.22.4_1,12,2021,0,0
BGR.22.5_1,12,2021,0,0
BGR.22.6_1,12,2021,0,0
BGR.22.7_1,12,2021,0,0
BGR.22.8_1,12,2021,0,0
BGR.22.9_1,12,2021,0,0
BGR.23.1_1,12,2021,0,0
BGR.23.2_1,12,2021,0,0
BGR.23.3_1,12,2021,0,0
BGR.23.4_1,12,2021,0,0
BGR.23.5_1,12,2021,0,0
BGR.24.10_1,12,2021,0,0
BGR.24.11_1,12,2021,0,0
BGR.24.12_1,12,2021,0,0
BGR.24.1_1,12,2021,0,0
BGR.24.2_1,12,2021,0,0
BGR.24.3_1,12,2021,0,0
BGR.24.4_1,12,2021,0,0
BGR.24.5_1,12,2021,0,0
BGR.24.6_1,12,2021,0,0
BGR.24.7_1,12,2021,0,0
BGR.24.8_1,12,2021,0,0
BGR.24.9_1,12,2021,0,0
BGR.25.10_1,12,2021,0,0
BGR.25.1_1,12,2021,0,0
BGR.25.2_1,12,2021,0,0
BGR.25.3_1,12,2021,0,0
BGR.25.4_1,12,2021,0,0
BGR.25.5_1,12,2021,0,0
BGR.25.6_1,12,2021,0,0
BGR.25.7_1,12,2021,0,0
BGR.25.8_1,12,2021,0,0
BGR.25.9_1,12,2021,0,0
BGR.26.10_1,12,2021,0,0
BGR.26.11_1,12,2021,0,0
BGR.26.1_1,12,2021,0,0
BGR.26.2_1,12,2021,0,0
BGR.26.3_1,12,2021,0,0
BGR.26.4_1,12,2021,0,0
BGR.26.5_1,12,2021,0,0
BGR.26.6_1,12,2021,0,0
BGR.26.7_1,12,2021,0,0
BGR.26.8_1,12,2021,0,0
BGR.26.9_1,12,2021,0,0
BGR.27.10_1,12,2021,0,0
BGR.27.1_1,12,2021,0,0
BGR.27.2_1,12,2021,0,0
BGR.27.3_1,12,2021,0,0
BGR.27.4_1,12,2021,0,0
BGR.27.5_1,12,2021,0,0
BGR.27.6_1,12,2021,0,0
BGR.27.7_1,12,2021,0,0
BGR.27.8_1,12,2021,0,0
BGR.27.9_1,12,2021,0,0
BGR.28.1_1,12,2021,0,0
BGR.28.2_1,12,2021,0,0
BGR.28.3_1,12,2021,0,0
BGR.28.4_1,12,2021,0,0
BGR.28.5_1,12,2021,0,0
BGR.3.1_1,12,2021,0,0
BGR.3.2_1,12,2021,0,0
BGR.3.3_1,12,2021,0,0
BGR.3.4_1,12,2021,0,0
BGR.3.5_1,12,2021,0,0
BGR.3.6_1,12,2021,0,0
BGR.3.7_1,12,2021,0,0
BGR.3.8_1,12,2021,0,0
BGR.4.1_1,12,2021,0,0
BGR.4.2_1,12,2021,0,0
BGR.4.3_1,12,2021,0,0
BGR.4.4_1,12,2021,0,0
BGR.5.1_1,12,2021,0,0
BGR.6.10_1,12,2021,0,0
BGR.6.11_1,12,2021,0,0
BGR.6.1_1,12,2021,0,0
BGR.6.2_1,12,2021,0,0
BGR.6.3_1,12,2021,0,0
BGR.6.4_1,12,2021,0,0
BGR.6.5_1,12,2021,0,0
BGR.6.6_1,12,2021,0,0
BGR.6.7_1,12,2021,0,0
BGR.6.8_1,12,2021,0,0
BGR.6.9_1,12,2021,0,0
BGR.7.1_1,12,2021,0,0
BGR.7.2_1,12,2021,0,0
BGR.7.3_1,12,2021,0,0
BGR.7.4_1,12,2021,0,0
BGR.7.5_1,12,2021,0,0
BGR.7.6_1,12,2021,0,0
BGR.7.7_1,12,2021,0,0
BGR.7.8_1,12,2021,0,0
BGR.8.1_1,12,2021,0,0
BGR.8.2_1,12,2021,0,0
BGR.8.3_1,12,2021,0,0
BGR.8.4_1,12,2021,0,0
BGR.8.5_1,12,2021,0,0
BGR.8.6_1,12,2021,0,0
BGR.8.7_1,12,2021,0,0
BGR.8.8_1,12,2021,0,0
BGR.8.9_1,12,2021,0,0
BGR.9.1_1,12,2021,0,0
BGR.9.2_1,12,2021,0,0
BGR.9.3_1,12,2021,0,0
BGR.9.4_1,12,2021,0,0
BGR.9.5_1,12,2021,0,0
BGR.9.6_1,12,2021,0,0
BGR.9.7_1,12,2021,0,0
BGR.9.8_1,12,2021,0,0
BIH.1.1_1,12,2021,0,0
BIH.2.10_1,12,2021,0,0
BIH.2.1_1,12,2021,0,0
BIH.2.2_1,12,2021,0,0
BIH.2.3_1,12,2021,0,0
BIH.2.4_1,12,2021,0,0
BIH.2.5_1,12,2021,0,0
BIH.2.6_1,12,2021,0,0
BIH.2.7_1,12,2021,0,0
BIH.2.8_1,12,2021,0,0
BIH.2.9_1,12,2021,0,0
BIH.3.1_1,12,2021,0,0
BIH.3.2_1,12,2021,0,0
BIH.3.3_1,12,2021,0,0
BIH.3.4_1,12,2021,0,0
BIH.3.5_1,12,2021,0,0
BIH.3.6_1,12,2021,0,0
BIH.3.7_1,12,2021,0,0
BLR.1.10_1,12,2021,0,0
BLR.1.11_1,12,2021,0,0
BLR.1.12_1,12,2021,0,0
BLR.1.13_1,12,2021,0,0
BLR.1.14_1,12,2021,0,0
BLR.1.15_1,12,2021,0,0
BLR.1.16_1,12,2021,0,0
BLR.1.1_1,12,2021,0,0
BLR.1.2_1,12,2021,0,0
BLR.1.3_1,12,2021,0,0
BLR.1.4_1,12,2021,0,0
BLR.1.5_1,12,2021,0,0
BLR.1.6_1,12,2021,0,0
BLR.1.7_1,12,2021,0,0
BLR.1.8_1,12,2021,0,0
BLR.1.9_1,12,2021,0,0
BLR.2.10_1,12,2021,0,0
BLR.2.11_1,12,2021,0,0
BLR.2.12_1,12,2021,0,0
BLR.2.13_1,12,2021,0,0
BLR.2.14_1,12,2021,0,0
BLR.2.15_1,12,2021,0,0
BLR.2.16_1,12,2021,0,0
BLR.2.17_1,12,2021,0,0
BLR.2.18_1,12,2021,0,0
BLR.2.19_1,12,2021,0,0
BLR.2.1_1,12,2021,0,0
BLR.2.20_1,12,2021,0,0
BLR.2.21_1,12,2021,0,0
BLR.2.2_1,12,2021,0,0
BLR.2.3_1,12,2021,0,0
BLR.2.4_1,12,2021,0,0
BLR.2.5_1,12,2021,0,0
BLR.2.6_1,12,2021,0,0
BLR.2.7_1,12,2021,0,0
BLR.2.8_1,12,2021,0,0
BLR.2.9_1,12,2021,0,0
BLR.3.10_1,12,2021,0,0
BLR.3.11_1,12,2021,0,0
BLR.3.12_1,12,2021,0,0
BLR.3.13_1,12,2021,0,0
BLR.3.14_1,12,2021,0,0
BLR.3.15_1,12,2021,0,0
BLR.3.16_1,12,2021,0,0
BLR.3.17_1,12,2021,0,0
BLR.3.1_1,12,2021,0,0
BLR.3.2_1,12,2021,0,0
BLR.3.3_1,12,2021,0,0
BLR.3.4_1,12,2021,0,0
BLR.3.5_1,12,2021,0,0
BLR.3.6_1,12,2021,0,0
BLR.3.7_1,12,2021,0,0
BLR.3.8_1,12,2021,0,0
BLR.3.9_1,12,2021,0,0
BLR.4.10_1,12,2021,0,0
BLR.4.11_1,12,2021,0,0
BLR.4.12_1,12,2021,0,0
BLR.4.13_1,12,2021,0,0
BLR.4.14_1,12,2021,0,0
BLR.4.15_1,12,2021,0,0
BLR.4.16_1,12,2021,0,0
BLR.4.17_1,12,2021,0,0
BLR.4.18_1,12,2021,0,0
BLR.4.19_1,12,2021,0,0
BLR.4.1_1,12,2021,0,0
BLR.4.20_1,12,2021,0,0
BLR.4.21_1,12,2021,0,0
BLR.4.2_1,12,2021,0,0
BLR.4.3_1,12,2021,0,0
BLR.4.4_1,12,2021,0,0
BLR.4.5_1,12,2021,0,0
BLR.4.6_1,12,2021,0,0
BLR.4.7_1,12,2021,0,0
BLR.4.8_1,12,2021,0,0
BLR.4.9_1,12,2021,0,0
BLR.5.10_1,12,2021,0,0
BLR.5.11_1,12,2021,0,0
BLR.5.12_1,12,2021,0,0
BLR.5.13_1,12,2021,0,0
BLR.5.14_1,12,2021,0,0
BLR.5.15_1,12,2021,0,0
BLR.5.16_1,12,2021,0,0
BLR.5.17_1,12,2021,0,0
BLR.5.18_1,12,2021,0,0
BLR.5.19_1,12,2021,0,0
BLR.5.1_1,12,2021,0,0
BLR.5.20_1,12,2021,0,0
BLR.5.21_1,12,2021,0,0
BLR.5.22_1,12,2021,0,0
BLR.5.2_1,12,2021,0,0
BLR.5.3_1,12,2021,0,0
BLR.5.4_1,12,2021,0,0
BLR.5.5_1,12,2021,0,0
BLR.5.6_1,12,2021,0,0
BLR.5.7_1,12,2021,0,0
BLR.5.8_1,12,2021,0,0
BLR.5.9_1,12,2021,0,0
BLR.6.10_1,12,2021,0,0
BLR.6.11_1,12,2021,0,0
BLR.6.12_1,12,2021,0,0
BLR.6.13_1,12,2021,0,0
BLR.6.14_1,12,2021,0,0
BLR.6.15_1,12,2021,0,0
BLR.6.16_1,12,2021,0,0
BLR.6.17_1,12,2021,0,0
BLR.6.18_1,12,2021,0,0
BLR.6.19_1,12,2021,0,0
BLR.6.1_1,12,2021,0,0
BLR.6.20_1,12,2021,0,0
BLR.6.21_1,12,2021,0,0
BLR.6.2_1,12,2021,0,0
BLR.6.3_1,12,2021,0,0
BLR.6.4_1,12,2021,0,0
BLR.6.5_1,12,2021,0,0
BLR.6.6_1,12,2021,0,0
BLR.6.7_1,12,2021,0,0
BLR.6.8_1,12,2021,0,0
BLR.6.9_1,12,2021,0,0
CHE.1.10_1,12,2021,0,0
CHE.1.11_1,12,2021,0,0
CHE.1.1_1,12,2021,0,0
CHE.1.2_1,12,2021,0,0
CHE.1.3_1,12,2021,0,0
CHE.1.4_1,12,2021,0,0
CHE.1.5_1,12,2021,0,0
CHE.1.6_1,12,2021,0,0
CHE.1.7_1,12,2021,0,0
CHE.1.8_1,12,2021,0,0
CHE.1.9_1,12,2021,0,0
CHE.10.10_1,12,2021,0,0
CHE.10.11_1,12,2021,0,0
CHE.10.1_1,12,2021,0,0
CHE.10.2_1,12,2021,0,0
CHE.10.3_1,12,2021,0,0
CHE.10.4_1,12,2021,0,0
CHE.10.5_1,12,2021,0,0
CHE.10.6_1,12,2021,0,0
CHE.10.7_1,12,2021,0,0
CHE.10.8_1,12,2021,0,0
CHE.10.9_1,12,2021,0,0
CHE.11.1_1,12,2021,0,0
CHE.11.2_1,12,2021,0,0
CHE.11.3_1,12,2021,0,0
CHE.12.1_1,12,2021,0,0
CHE.12.2_1,12,2021,0,0
CHE.12.3_1,12,2021,0,0
CHE.12.4_1,12,2021,0,0
CHE.12.5_1,12,2021,0,0
CHE.13.1_1,12,2021,0,0
CHE.13.2_1,12,2021,0,0
CHE.13.3_1,12,2021,0,0
CHE.13.4_1,12,2021,0,0
CHE.13.5_1,12,2021,0,0
CHE.13.6_1,12,2021,0,0
CHE.14.1_1,12,2021,0,0
CHE.15.1_1,12,2021,0,0
CHE.16.1_1,12,2021,0,0
CHE.16.2_1,12,2021,0,0
CHE.16.3_1,12,2021,0,0
CHE.16.4_1,12,2021,0,0
CHE.16.5_1,12,2021,0,0
CHE.16.6_1,12,2021,0,0
CHE.16.7_1,12,2021,0,0
CHE.16.8_1,12,2021,0,0
CHE.17.1_1,12,2021,0,0
CHE.17.2_1,12,2021,0,0
CHE.17.3_1,12,2021,0,0
CHE.17.4_1,12,2021,0,0
CHE.17.5_1,12,2021,0,0
CHE.17.6_1,12,2021,0,0
CHE.18.1_1,12,2021,0,0
CHE.18.2_1,12,2021,0,0
CHE.18.3_1,12,2021,0,0
CHE.18.4_1,12,2021,0,0
CHE.18.5_1,12,2021,0,0
CHE.18.6_1,12,2021,0,0
CHE.19.10_1,12,2021,0,0
CHE.19.1_1,12,2021,0,0
CHE.19.2_1,12,2021,0,0
CHE.19.3_1,12,2021,0,0
CHE.19.4_1,12,2021,0,0
CHE.19.5_1,12,2021,0,0
CHE.19.6_1,12,2021,0,0
CHE.19.7_1,12,2021,0,0
CHE.19.8_1,12,2021,0,0
CHE.19.9_1,12,2021,0,0
CHE.2.1_1,12,2021,0,0
CHE.20.1_1,12,2021,0,0
CHE.20.2_1,12,2021,0,0
CHE.20.3_1,12,2021,0,0
CHE.20.4_1,12,2021,0,0
CHE.20.5_1,12,2021,0,0
CHE.20.6_1,12,2021,0,0
CHE.20.7_1,12,2021,0,0
CHE.20.8_1,12,2021,0,0
CHE.20.9_1,12,2021,0,0
CHE.21.1_1,12,2021,0,0
CHE.21.2_1,12,2021,0,0
CHE.21.3_1,12,2021,0,0
CHE.21.4_1,12,2021,0,0
CHE.21.5_1,12,2021,0,0
CHE.21.6_1,12,2021,0,0
CHE.21.7_1,12,2021,0,0
CHE.21.8_1,12,2021,0,0
CHE.22.1_1,12,2021,0,0
CHE.23.10_1,12,2021,0,0
CHE.23.11_1,12,2021,0,0
CHE.23.12_1,12,2021,0,0
CHE.23.13_1,12,2021,0,0
CHE.23.14_1,12,2021,0,0
CHE.23.1_1,12,2021,0,0
CHE.23.2_1,12,2021,0,0
CHE.23.3_1,12,2021,0,0
CHE.23.4_1,12,2021,0,0
CHE.23.5_1,12,2021,0,0
CHE.23.6_1,12,2021,0,0
CHE.23.7_1,12,2021,0,0
CHE.23.8_1,12,2021,0,0
CHE.23.9_1,12,2021,0,0
CHE.24.10_1,12,2021,0,0
CHE.24.1_1,12,2021,0,0
CHE.24.2_1,12,2021,0,0
CHE.24.3_1,12,2021,0,0
CHE.24.4_1,12,2021,0,0
CHE.24.5_1,12,2021,0,0
CHE.24.6_1,12,2021,0,0
CHE.24.7_1,12,2021,0,0
CHE.24.8_1,12,2021,0,0
CHE.24.9_1,12,2021,0,0
CHE.25.1_1,12,2021,0,0
CHE.26.10_1,12,2021,0,0
CHE.26.11_1,12,2021,0,0
CHE.26.12_1,12,2021,0,0
CHE.26.13_1,12,2021,0,0
CHE.26.1_1,12,2021,0,0
CHE.26.2_1,12,2021,0,0
CHE.26.3_1,12,2021,0,0
CHE.26.4_1,12,2021,0,0
CHE.26.5_1,12,2021,0,0
CHE.26.6_1,12,2021,0,0
CHE.26.7_1,12,2021,0,0
CHE.26.8_1,12,2021,0,0
CHE.26.9_1,12,2021,0,0
CHE.3.1_1,12,2021,0,0
CHE.4.1_1,12,2021,0,0
CHE.4.2_1,12,2021,0,0
CHE.4.3_1,12,2021,0,0
CHE.4.4_1,12,2021,0,0
CHE.4.5_1,12,2021,0,0
CHE.5.1_1,12,2021,0,0
CHE.5.2_1,12,2021,0,0
CHE.5.3_1,12,2021,0,0
CHE.6.10_1,12,2021,0,0
CHE.6.11_1,12,2021,0,0
CHE.6.12_1,12,2021,0,0
CHE.6.13_1,12,2021,0,0
CHE.6.14_1,12,2021,0,0
CHE.6.15_1,12,2021,0,0
CHE.6.16_1,12,2021,0,0
CHE.6.17_1,12,2021,0,0
CHE.6.18_1,12,2021,0,0
CHE.6.19_1,12,2021,0,0
CHE.6.1_1,12,2021,0,0
CHE.6.20_1,12,2021,0,0
CHE.6.21_1,12,2021,0,0
CHE.6.22_1,12,2021,0,0
CHE.6.23_1,12,2021,0,0
CHE.6.24_1,12,2021,0,0
CHE.6.25_1,12,2021,0,0
CHE.6.26_1,12,2021,0,0
CHE.6.2_1,12,2021,0,0
CHE.6.3_1,12,2021,0,0
CHE.6.4_1,12,2021,0,0
CHE.6.5_1,12,2021,0,0
CHE.6.6_1,12,2021,0,0
CHE.6.7_1,12,2021,0,0
CHE.6.8_1,12,2021,0,0
CHE.6.9_1,12,2021,0,0
CHE.7.1_1,12,2021,0,0
CHE.7.2_1,12,2021,0,0
CHE.7.3_1,12,2021,0,0
CHE.7.4_1,12,2021,0,0
CHE.7.5_1,12,2021,0,0
